Dataset,Site,Tissue,cX project name,Slide,Condition,Platform,Pixel_Size,Nuclear_marker used for cell segmentation,Membrane_markers used for segmentation,FOV,Region,Region_sizeX,Region_sizeY,Region_coordX,Region_coordY
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A06,2560,1536,15500,50786
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A07,2560,1536,18060,50786
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A08,2560,1536,18060,49250
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-4,4,"10 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9500,5500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9500,8060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,13084,8060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,13084,5500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12000,12400
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12000,14960
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,15584,14960
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-5,5,"10 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,15584,12400
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,4500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,4500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,11000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,13560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,13560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-6,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,11000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9500,6000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9500,8560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,13084,8560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,13084,6000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12000,13000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12000,15560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,15584,15560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-7,7,"10 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,15584,13000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-8,8,"10 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-9,9,"20 min Citraconic Anhydride (pH 7.4), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,11500
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-1,5_10R4N-B,"10 min Tris/EDTA (pH 9.0), 4C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,21000,5000
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-1,5_10R4N-B,"10 min Tris/EDTA (pH 9.0), 4C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,21000,7048
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-1,5_10R4N-B,"10 min Tris/EDTA (pH 9.0), 4C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,2048,2048,23048,7048
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-1,5_10R4N-B,"10 min Tris/EDTA (pH 9.0), 4C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,2048,2048,23048,5000
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-13,15_20RRTN-B,"20 min Tris/EDTA (pH 9.0), 25C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,16742,3998
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-13,15_20RRTN-B,"20 min Tris/EDTA (pH 9.0), 25C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,16742,6046
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-13,15_20RRTN-B,"20 min Tris/EDTA (pH 9.0), 25C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,2048,2048,18790,6046
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-13,15_20RRTN-B,"20 min Tris/EDTA (pH 9.0), 25C O/N",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,2048,2048,18790,3998
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-14,16_20R3760-A,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,1536,1536,13506,6005
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-14,16_20R3760-A,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,1536,1536,15042,6005
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-14,16_20R3760-A,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,1536,2048,13506,7541
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-14,16_20R3760-A,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,1536,2048,15042,7541
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-15,16_20R3760-B,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,16277,3971
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-15,16_20R3760-B,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,16277,6019
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-15,16_20R3760-B,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,2048,2048,18325,6019
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-15,16_20R3760-B,"20 min Tris/EDTA (pH 9.0), 37C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,2048,2048,18325,3971
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-16,17_40R4N-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,1536,1536,13384,6508
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-16,17_40R4N-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,1536,1536,14920,6508
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-16,17_40R4N-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,1536,2048,13384,8044
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-16,17_40R4N-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,1536,2048,14920,8044
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-17,17_40R4N-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,15482,3984
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-17,17_40R4N-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,15482,6032
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-17,17_40R4N-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,2048,2048,17530,6032
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-17,17_40R4N-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,2048,2048,17530,3984
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-18,18_40RRT60-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,1536,1536,10827,5976
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-18,18_40RRT60-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,1536,1536,12363,5976
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-18,18_40RRT60-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,1536,2048,10827,7512
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-18,18_40RRT60-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,1536,2048,12363,7512
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-19,18_40RRT60-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,16795,3990
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-19,18_40RRT60-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,16795,6038
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-19,18_40RRT60-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,2048,2048,18843,6038
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-19,18_40RRT60-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,2048,2048,18843,3990
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-2,6_10RRT60-A,"10 min Tris/EDTA (pH 9.0), 25C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,1536,1536,10849,9513
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-2,6_10RRT60-A,"10 min Tris/EDTA (pH 9.0), 25C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,1536,1536,12385,9513
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-2,6_10RRT60-A,"10 min Tris/EDTA (pH 9.0), 25C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,1536,2048,10849,11049
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-2,6_10RRT60-A,"10 min Tris/EDTA (pH 9.0), 25C 1h",RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,1536,2048,12385,11049
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-20,19_40RRTN-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,1536,1536,11342,6024
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-20,19_40RRTN-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,1536,1536,12878,6024
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-20,19_40RRTN-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,1536,2048,11342,7560
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-20,19_40RRTN-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,1536,2048,12878,7560
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-21,19_40RRTN-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,16004,3507
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-21,19_40RRTN-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,16004,5555
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-21,19_40RRTN-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,2048,2048,18052,5555
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-21,19_40RRTN-B,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,2048,2048,18052,3507
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-22,20_40R3760-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,1536,1536,14426,6245
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-22,20_40R3760-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,1536,1536,15962,6245
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-22,20_40R3760-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A03,1536,2048,14426,7781
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-22,20_40R3760-A,,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A04,1536,2048,15962,7781
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-23,"20_40R3760-B	J",,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A01,2048,2048,16502,4006
Initial_Optimization,Stanford,Lymph_Node,CCPA-250411-23,"20_40R3760-B	J",,RareCyte_Orion,0.325,[0] #DAPI,"[16, 17, 18, 10] #CD31, SMA, HLA-ABC, CD4",FOV1, A02,2048,2048,16502,6054
